,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
NTMT1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
PRRX2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGES,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HMCN2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASS1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FIBCD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AIF1L,0,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM78A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRRC2B,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NTNG2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TTF1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DDX31,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AK8,1,0,1,0,1,0,0,0,0,0,0,0,0,0
EEF1A1P5,0,0,1,0,0,0,0,1,0,1,0,1,0,0
CEL,0,0,0,0,0,0,0,1,1,0,0,1,0,0
SURF6,1,0,1,0,0,0,0,1,0,1,0,1,0,0
RPL7A,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SURF4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
STKLD1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ADAMTS13,0,0,0,0,0,0,0,0,0,1,0,1,0,0
BRD3OS,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BRD3,1,0,0,0,0,0,0,1,0,1,0,1,0,0
RXRA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
COL5A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OLFM1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPP1R26.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PPP1R26,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NACC2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LHX3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QSOX2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC187,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SNAPC4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
INPP5E,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EGFL7,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AGPAT2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DIPK1B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SNHG7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RABL6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AJM1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PHPT1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAMDC4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AL807752.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAPCD2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
UAP1L1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
DPP7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NDOR1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BX255925.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CYSRT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBB4B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NRARP,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NOXA1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PNPLA7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MRPL41,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DPH7,1,0,1,0,1,0,0,1,0,1,0,0,0,0
CACNA1B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FAM157B,1,0,0,0,1,0,0,1,0,1,0,1,0,0
PRR26,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IDI2.AS1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
IDI1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PFKP,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KLF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ASB13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GDI2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANKRD16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL12P28,0,0,0,0,1,0,0,1,0,0,0,0,0,0
LINC02649,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SFMBT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KIN,0,0,0,0,0,0,0,1,0,1,0,0,0,0
GATA3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GATA3.AS1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NUDT5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCDC3,0,0,0,0,1,0,0,1,0,1,0,1,0,0
OPTN,0,0,1,0,1,0,0,0,0,1,0,0,0,0
MCM10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM107B,1,0,0,0,1,0,0,1,0,0,0,1,0,0
DCLRE1C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MEIG1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
RPP38.DT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPP38,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM171A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ITGA8,0,0,0,0,0,0,0,1,1,0,1,0,1,1
RSU1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC073367.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VIM,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STAM.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
STAM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM236,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MRC1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CACNB2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL450384.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL353147.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NEBL,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MIR1915HG,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SKIDA1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
MLLT10,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AL359697.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PIP4K2A,0,0,1,0,0,0,0,0,0,1,0,0,0,0
PRTFDC1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GPR158,0,0,0,0,0,0,0,1,1,0,1,1,1,1
MYO3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GAD2,1,0,1,0,0,0,0,1,0,1,0,0,0,0
AL390961.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PDSS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM238C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANKRD26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MASTL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MKX,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WAC.AS1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BAMBI,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SVIL.AS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JCAD,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL353796.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MTPAP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF438,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZEB1.AS1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARHGAP12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF5B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS4XP11,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PPIAP31,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL158834.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EPC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL365203.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ITGB1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
NRP1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
AL353600.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CCNY,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FZD8,0,0,0,0,1,0,0,0,0,1,0,1,0,0
AL121749.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HSD17B7P2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL133216.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCNYL2,0,0,1,0,0,0,0,0,0,1,0,1,0,0
LINC00839,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AC010864.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CSGALNACT2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RASGEF1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF239,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF485,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF22.AS1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MARCHF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP10P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM21FP,1,0,1,0,0,0,0,1,0,1,0,1,0,0
AGAP4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARGP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP7P,1,0,0,0,0,0,0,1,0,1,0,1,0,0
AGAP14P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYT15,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AL356056.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SHLD2P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP13P,1,0,1,0,1,0,0,1,0,1,0,0,0,0
GDF10,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AGAP9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL591684.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SHLD2P3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AGAP12P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MAPK8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf71,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OGDHL,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TIMM23B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TIMM23B.AGAP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AGAP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM21EP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ASAH2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SGMS1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
SGMS1.AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASAH2B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CSTF2T,1,0,1,0,1,0,0,1,0,0,0,1,0,0
GAPDHP21,1,0,1,0,1,0,0,0,0,1,0,0,0,0
PHYHIPL,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ANK3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CABCOCO1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
ARID5B,1,0,1,0,1,0,0,1,0,1,1,1,0,0
ZNF365,1,0,1,0,1,0,0,1,0,0,0,1,0,0
NRBF2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JMJD1C,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC022387.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SIRT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MYPN,0,0,0,0,1,0,0,1,1,0,1,1,0,0
PBLD,0,0,1,0,1,0,0,0,0,1,0,0,0,0
RUFY2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DNA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC25A16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL513534.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
HK1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC016821.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM241B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
COL13A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AIFM2,1,0,0,0,1,0,0,1,1,0,1,1,1,1
PPA1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
EIF4EBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PALD1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ADAMTS14,1,0,1,0,1,0,0,0,0,0,0,1,0,0
PCBD1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
CDH23,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PSAP,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CHST3,0,0,1,0,1,0,0,1,0,1,0,1,0,0
SPOCK2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDIT4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDIT4.AS1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
P4HA1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL731563.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT13,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC016394.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC016394.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC073389.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC073389.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MYOZ1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SYNPO2L,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC073389.2,1,0,0,0,1,0,0,1,1,0,1,1,1,1
AGAP5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022400.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BMS1P4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZSWIM8.AS1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC022400.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PLAU,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF503.AS1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
ZNF503,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF503.AS2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
DLG5,1,0,0,0,1,0,0,1,0,0,0,0,0,0
RPS24,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LINC00595,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZCCHC24,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EIF5AL1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
AL512662.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MBL1P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFTPD.AS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMEM254.AS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANXA11,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PRXL2A,1,0,1,0,1,0,0,0,0,0,0,1,0,0
GHITM,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS3AP5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL731569.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC067750.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
BMPR1A,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SNCG,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AGAP11,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AL136982.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL136982.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GLUD1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SHLD2,0,0,0,0,1,0,0,1,0,0,0,1,0,0
NUTM2D,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AL355334.2,1,0,0,0,1,0,0,1,1,0,1,1,0,1
CFL1P1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RNLS,0,0,0,0,0,0,0,1,0,0,1,0,0,0
LIPA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IFIT3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFIT1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL157400.2,1,0,1,0,1,0,0,1,0,1,0,1,1,1
HTR7,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ANKRD1,1,0,1,1,1,0,0,1,1,1,1,1,0,0
PCGF5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HECTD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNKS2.AS1,1,0,1,0,1,0,0,1,0,0,1,1,0,1
NHP2P1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HHEX,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CYP26A1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
XRCC6P1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
AL139124.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NOC3L,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2C18,1,0,0,0,1,0,0,1,1,1,1,1,1,1
CYP2C19,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ENTPD1.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC2D2B,1,0,1,0,1,0,0,0,0,0,0,1,0,0
AC021037.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
PIK3AP1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLIT1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
RRP12,1,0,1,0,1,0,0,1,0,1,0,0,0,0
PGAM1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
ZFYVE27,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFRP5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GOLGA7B,0,0,0,0,0,0,0,1,1,0,1,1,1,1
R3HCC1L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LOXL4,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PYROXD2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
HPS1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
AL391684.1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
AL133353.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ENTPD7,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ABCC2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DNMBP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCD,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WNT8B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEC31B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL133352.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NDUFB8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PAX2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TWNK,1,0,1,0,1,0,0,1,0,0,0,0,0,0
SFXN3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AL133215.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
POLL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OGA,0,0,1,0,1,0,0,0,0,1,0,1,0,0
HPS6,0,0,0,0,1,0,0,1,0,1,0,1,0,0
PPRC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PITX3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PSD,1,0,1,0,1,0,0,1,0,1,0,1,0,1
FBXL15,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SFXN2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
PCGF6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5MD,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CALHM2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139339.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SH3PXD2A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SFR1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GSTO1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GSTO2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PDCD4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL158212.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLEKHS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADRB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ABLIM1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM160B1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GFRA1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
C10orf82,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AL391988.1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
PDZD8,1,0,0,0,0,0,0,1,0,0,0,0,0,0
EMX2OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NANOS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RGS10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPL21P16,0,0,0,0,0,0,0,1,0,1,0,1,0,0
LINC01561,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FGFR2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
ATE1.AS1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
PLEKHA1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HTRA1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUZD1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AC073585.1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
FAM24B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
C10orf88B,0,0,0,0,0,0,0,1,0,1,0,1,1,0
C10orf88,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PSTK,0,0,0,0,0,0,0,1,0,0,0,1,0,0
IKZF5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CHST15,0,0,1,0,0,0,0,1,0,1,0,0,0,0
OAT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LHPP,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC068896.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
FAM53B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ABRAXAS2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AL731577.2,1,0,1,0,1,0,0,0,0,0,0,1,0,0
AL731571.1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
EDRF1.DT,0,0,1,0,1,0,0,0,0,1,0,1,0,0
EDRF1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FANK1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
INSYN2A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MKI67,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C10orf143,0,0,1,0,1,0,0,0,0,1,0,1,0,0
PPP2R2D,1,0,0,0,0,0,0,1,0,0,0,0,0,0
JAKMIP3,0,0,1,0,1,0,0,0,0,1,0,1,0,0
LINC01165,0,0,0,0,1,0,0,0,0,0,0,0,0,0
INPP5A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LINC01166,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LINC01168,0,0,1,0,0,0,0,0,0,1,0,0,0,0
UTF1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ADAM8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AL360181.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PAOX,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTG1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SCART1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
OR7M1P,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CYP2E1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
LINC01001,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PGGHG,0,0,0,0,0,0,0,1,0,1,0,1,0,0
IFITM2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
IFITM1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
IFITM3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SIGIRR,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LMNTD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EPS8L2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TALDO1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AP006621.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PIDD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPLP2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TSPAN4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MUC5B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BRSK2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KRTAP5.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CTSD,1,0,0,0,1,0,0,0,0,1,0,1,0,0
H19,0,0,0,0,1,0,0,0,0,1,0,1,0,0
IGF2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
CD81,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TSSC4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KCNQ1OT1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PHLDA2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
OSBPL5,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ZNF195,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC127526.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC127526.2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
CHRNA10,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRIM21,1,0,0,0,1,0,0,1,0,0,0,0,0,0
TRIM68,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HPX,1,0,1,0,0,0,0,1,0,0,0,1,0,0
TRIM3,1,0,1,0,0,0,0,1,0,1,0,1,0,0
