Genes,iPSC.BIO2006152.00150nM,iPSC.BIO2059811.00870nM,iPSC.BIO2135644.01000nM,iPSC.BIO2136770.00300nM,iPSC.BIO1949634.03000nM,iPSC.BIO2060573.03000nM,iPSC.BIO2070692.01680nM
ZNF428,0,0.180429502484724,0.122180332843972,0,0.217903934191457,0,0
ADGRA3,0,0.204945931545881,0,0,0.315273913909352,0,0
RANBP3,0,0.121,0.202,0,0.197,0,0
TCF7,0,0.20608843204879,0,0,0.313871110816756,0,0
UBE2I,0,0.201,0,0,0.318,0,0
UHRF1BP1L,0,0.125591306527209,0.141178568255459,0,0.144784845371308,0,0.107411954583889
HCG18,0,0.141678160016802,0,0,0.376768002758158,0,0
CCDC66,0,0.173770937254759,0.128131511719654,0,0.216103684276256,0,0
ZFP69B,0,0.251507211467952,0,0,0.266496873963452,0,0
RFC1,0,0.24,0,0,0.278,0,0
BCL2L2-PABPN1,0,0.517915168450501,0,0,0,0,0
PHLDB2,0,0.18,0.135,0,0.201510829822954,0,0
RFX3,0,0,0,0,0.24318422150626,0.272848368437963,0
MRPL55,0,0.181,0.118,0,0,0.113,0.104
REPIN1,0,0,0.164,0.116,0.236,0,0
CUZD1,0,0.153,0.152821155039599,0,0.109,0,0.101
NMT2,0,0.167498766886742,0.131055353479521,0,0.216785383788172,0,0
CCDC136,0,0.304,0,0,0.211228322940481,0,0
FRMD8,0,0.284,0,0,0.231,0,0
XRRA1,0,0.257040331041931,0.257033215183433,0,0,0,0
GLT8D1,0,0.105,0.203,0,0.206,0,0
SNRPD2,0.16,0.103195077237098,0.142,0,0.108791998460497,0,0
TNFRSF1A,0,0.123788254843051,0.113240321836592,0,0.164917197876724,0,0.111513458243682
ACTR1B,0,0,0.201563061075015,0,0.311887889152238,0,0
MROH1,0.248701890789111,0,0,0,0,0,0.26440598894523
IFT140,0,0.21,0,0,0.303060432901767,0,0
PPP1R37,0,0.186,0.111,0,0.215321388564273,0,0
CHD1L,0,0,0.178,0,0.334,0,0
ZBTB8OS,0.149,0,0.128,0,0,0.126,0.109
ETS1,0,0.177,0.111,0,0.223971512101608,0,0
ARMC10,0,0.178,0.109,0,0.224,0,0
NCOR2,0,0,0.16380166362315,0,0.241,0.106,0
TTC28,0,0.254699982179754,0,0,0.255911331622939,0,0
PEX5,0,0,0.202461923905938,0,0,0.180949111355242,0.127097607870284
CASK,0,0.123,0,0,0.270158936361363,0.117,0
TCF15,0,0,0,0.297644806606144,0,0,0.21245238262449
TEX261,0,0,0.106,0,0.403837727533966,0,0
CIRBP,0,0,0.162,0,0.235821156821501,0.112,0
TPCN2,0,0,0,0.146,0.363733235212859,0,0
RSPO4,0,0.19,0,0,0.318669989620619,0,0
RNF111,0,0.28343144638554,0,0,0.225019599346019,0,0
DZIP1,0,0.138260617789124,0,0,0.370012427915081,0,0
TXNL4B,0,0.238722481544144,0,0,0.269450382893102,0,0
NMRAL1,0,0.163,0.201,0,0.144,0,0
ENOSF1,0,0.145,0,0.229783114487696,0.133,0,0
ANKRD37,0,0,0.255110449914649,0,0,0,0.252476383460421
MCM9,0,0.113,0.271,0,0.123282910190293,0,0
NAV1,0,0.18717298033468,0,0,0.150671635129697,0.168262971043534,0
ALMS1,0,0.16,0.1271000979804,0,0.219,0,0
CAMKK2,0.123,0.105,0,0,0.278,0,0
PPCDC,0,0,0.24,0,0.266,0,0
SLC41A3,0,0.115,0.19,0,0.201,0,0
FGGY,0,0,0.265870486359279,0.239,0,0,0
MARCHF2,0,0,0.291253448863493,0,0.213,0,0
FN1,0,0.197,0,0,0.306,0,0
CELSR1,0,0,0.237230850862187,0,0.26555211956216,0,0
AIP,0,0.227,0,0,0.275630064262114,0,0
CA14,0,0.156,0,0,0.346,0,0
SRGAP2,0,0.264506483868266,0,0,0.236850146833062,0,0
ZNF280C,0,0.199463652532451,0.178564201211189,0,0.123143875333514,0,0
CPNE1,0,0.168,0.109,0,0.224,0,0
KCNN1,0,0,0.246582940481762,0,0,0,0.253933984344844
DLG4,0,0,0.174,0,0.171,0.155,0
STAU1,0,0.228,0,0,0.272,0,0
BOD1L1,0,0.206440879723127,0,0,0.293481637086913,0,0
ANKRD13C,0,0.163724580066946,0,0,0.336055359312126,0,0
MGAT5,0,0.362102129975604,0,0,0.137354919783222,0,0
STAG3L2,0,0.165061453674613,0.152860594916787,0,0.181270451330261,0,0
AC046185.1,0,0,0.172,0,0.184,0,0.143
IFT122,0,0.159,0.13,0,0.21,0,0
AKAP11,0,0.209768100122953,0,0,0.288262620395553,0,0
MPPE1,0,0,0,0.116,0.145473960619268,0,0.236541090983231
TUBD1,0,0,0,0,0.258919699801773,0.109,0.13
TNC,0,0.157,0.340531703173523,0,0,0,0
CRYBG2,0,0,0,0.21834610301084,0.278928708107933,0,0
NSD3,0,0.15,0.211,0,0,0.134009407622215,0
TEAD2,0,0.134,0.13,0,0.231,0,0
LINC01278,0,0.129149167409241,0.11285986855213,0,0.252835108178069,0,0
ACVR1,0,0,0.283596890589685,0,0.21089562898057,0,0
LBR,0,0,0.167,0.103,0.108,0.116,0
MRPS31P4,0,0.387484162647735,0,0,0.105,0,0
EHBP1,0,0,0.104,0,0.145,0.133,0.11
KIAA1109,0,0,0,0,0.383344510370886,0,0.108
SLC15A3,0,0.222661050598334,0,0,0.268481412736951,0,0
ENKD1,0,0.153,0,0,0.147,0,0.191
TOM1L1,0,0.213,0.115,0,0.163,0,0
AL390728.4,0,0.200929371762498,0,0,0.289829245076218,0,0
SH2B1,0,0.194278100212482,0,0,0.296218834345962,0,0
BCHE,0.297,0,0,0,0.193,0,0
CFAP300,0,0.142,0.118,0,0.104,0.126,0
SLC38A1,0,0.184,0,0,0.197,0.109,0
RASGRP2,0,0,0.489521348132752,0,0,0,0
VILL,0,0,0,0,0.283,0.206,0
SHARPIN,0,0.210495098392384,0,0,0.277777295860034,0,0
CASP2,0,0.134901926485308,0.157285527184235,0,0.195936125556371,0,0
GIGYF1,0,0,0,0,0.488070925923851,0,0
ICMT,0,0.156,0.132,0,0.2,0,0
RAB11FIP1,0,0.172034423053111,0.119761441812753,0,0.196134684364073,0,0
DFFA,0,0.185,0,0,0.302,0,0
ATXN7L1,0,0.191,0,0,0.295448175549025,0,0
TCF12,0,0.212173469848155,0,0,0.274090674938579,0,0
DPF1,0.106,0.117,0.11,0,0.153,0,0
CEP95,0,0.241531664687616,0,0,0.244054661396369,0,0
HELQ,0,0.213,0,0.272409229574557,0,0,0
MKI67,0,0.104500835063929,0.140687388305606,0,0.132,0,0.108068655479975
ZNF544,0,0.138522459766298,0.105090432992438,0,0.115507661645517,0.125,0
XRCC4,0,0.180591133499867,0,0,0.30275909069512,0,0
ATF7IP2,0,0.172,0.139,0,0.172,0,0
BAZ2A,0,0.272813701861558,0,0,0.209961679682239,0,0
MITD1,0,0.117,0.106,0,0.259575133193587,0,0
ZNF75D,0,0,0.14,0,0.342194893534844,0,0
NCOR1,0,0.164855388149921,0.127,0,0.19,0,0
ZNF334,0,0.245204761651867,0.236524281197226,0,0,0,0
ZNF815P,0,0,0,0,0.48160794991157,0,0
GEMIN8,0,0.25219360580995,0.118518656977091,0,0.110828983101585,0,0
ASB1,0,0.207,0,0,0.274232361162819,0,0
ZC3H4,0,0.139,0.101,0,0.109,0.132,0
FAM169A,0.176,0.143,0,0,0,0.162,0
HMGCR,0,0.129,0.109,0,0.131,0,0.111
SEC13,0,0,0.221,0,0.117564080377998,0.141,0
HNRNPUL2-BSCL2,0,0.171,0,0,0.308,0,0
NUP214,0,0,0.138,0,0.184,0.157,0
TEX21P,0,0.178,0,0,0.166,0.134,0
PRH1,0,0.178350775773436,0,0,0.298969436673854,0,0
STYXL1,0,0.159,0.105,0,0.213261317280965,0,0
HIRA,0,0.153,0,0,0.324192290355429,0,0
AC132008.2,0,0.238936745026073,0,0,0.238196171172877,0,0
SLC66A1,0,0,0,0.119,0.238693571471759,0,0.119
VCPKMT,0,0.302384887112657,0,0,0.174,0,0
PPP1R12A,0,0.106,0.118,0,0.25220293575316,0,0
FNIP2,0,0.156,0,0,0.320134037674085,0,0
ERBIN,0,0.183101018822803,0,0,0.293,0,0
TBL1Y,0,0,0,0,0.475608230416445,0,0
RBPMS,0,0.120521752378774,0,0,0.354398805727212,0,0
CCDC120,0,0,0.240121605663208,0,0.233171687783807,0,0
KMT2A,0.128,0,0.131,0,0.214,0,0
GPM6B,0,0.194089119043672,0,0,0.277702597885753,0,0
AP2M1,0,0,0,0,0.470699423934132,0,0
TUT4,0,0,0.145,0,0.206073338097722,0.119420746936879,0
TPRKB,0,0,0.104,0,0.156,0.105,0.105
ZNF462,0,0.114,0.112,0,0.141352495749974,0.102,0
PPP6C,0,0.109242249195601,0,0,0.360092403012144,0,0
TMEM268,0,0.239051656278353,0.230216869618452,0,0,0,0
FBXO16,0,0,0,0.178,0.291018779447855,0,0
CPEB4,0,0,0.199613610573139,0,0.268658581140854,0,0
BBS9,0,0,0.233289954492391,0,0.234460512188262,0,0
SAMD12,0,0,0,0,0.467642423405065,0,0
NET1,0,0.199051905603828,0,0,0.267887569656714,0,0
CDCA3,0,0.114,0.11068550858051,0,0.242,0,0
DNAJC24,0,0.106,0.134091971604404,0,0.111009630384088,0.115,0
SLC29A3,0,0,0.156,0,0.310010795937824,0,0
AC068587.4,0,0,0,0,0.229845832645636,0.236080332262654,0
ALG8,0,0.160249800418695,0,0,0.304802249886467,0,0
RPS6KB2,0,0.11,0,0.117,0.102,0,0.136
TNRC6B,0,0.129833337271217,0,0,0.335025603495142,0,0
NFKB2,0,0.191004436344663,0,0,0.27383781227857,0,0
GRHPR,0,0,0.134,0,0.107247975013338,0.107592977499962,0.116
ZNF160,0,0,0.225361762235787,0,0.239363610583372,0,0
SIPA1L1,0,0.184,0.105,0,0.175,0,0
FAM120A,0,0.12,0.123,0,0.220455173990012,0,0
RNF31,0,0,0.267,0,0.196,0,0
ERI3,0,0.145,0.141,0,0.177,0,0
IL17RB,0,0.347,0,0,0.116,0,0
SLC3A2,0,0.173,0,0,0.29,0,0
LRR1,0,0.177924918293132,0,0,0.284938243973858,0,0
UTP25,0,0.142,0,0,0.320184630566002,0,0
POM121,0,0.179,0,0,0.283,0,0
UCHL1,0,0,0,0.461944397181145,0,0,0
RSPRY1,0,0.138945525547168,0,0,0.188879704367756,0,0.133886842508479
MAP4K2,0,0.255514932550583,0,0,0.206,0,0
AC093752.1,0,0.112,0.109,0,0,0.124,0.116
DHRS3,0,0.135,0,0,0.326,0,0
CRIM1,0,0.152,0,0,0.309,0,0
TARS2,0,0.13,0.153,0,0.178,0,0
RRP8,0,0.283489679080821,0.177,0,0,0,0
PHF12,0.236,0,0.112,0,0.112,0,0
WNK2,0,0.114982702594932,0.115267886225463,0,0,0.229159217480832,0
BRAF,0,0,0,0,0.114284329678513,0.171,0.174
FKBP9,0,0.117,0,0.117,0.117,0.108,0
SLC37A3,0,0.113,0.127,0,0.219,0,0
PREX2,0,0.133953472668641,0,0,0.324943190760266,0,0
CUL7,0,0,0,0,0.458750559489123,0,0
TMEM116,0,0,0,0,0.331566378740788,0.127,0
RNF215,0,0.135,0,0,0.323482164338142,0,0
UTY,0,0.198420596872937,0,0,0.26,0,0
PAM,0,0.167225954057937,0.144118220050745,0,0.146876395837884,0,0
SGSM2,0,0.209,0,0,0.249020912212526,0,0
UBL7,0,0.116,0.11,0,0.231955513522662,0,0
TFCP2,0,0.174593556256246,0,0,0.282772811460029,0,0
ZNF827,0,0.276480496750254,0,0,0.180673881881775,0,0
SLC2A8,0,0.185,0,0,0.272,0,0
PI4KB,0,0,0.147,0,0.31,0,0
LETMD1,0,0.226,0,0,0.230795354070692,0,0
RMST,0.134,0,0.124,0,0.198585373958501,0,0
EFEMP1,0,0.234597234078511,0,0,0.221694202533073,0,0
PATZ1,0,0.136786949892554,0.138518936021581,0,0.180917797875957,0,0
APH1B,0,0.182627816150565,0,0,0.273556784414261,0,0
CDK14,0,0.182674222004296,0,0,0.2733937956902,0,0
DNAJC19,0,0.132,0.124,0,0.2,0,0
ZNF561,0,0.251,0,0,0.205,0,0
ANLN,0,0.110193717389586,0.113543506283476,0,0.112179020904887,0.119889367668808,0
EFHC1,0,0.121,0,0,0.334627024419979,0,0
PALLD,0,0,0,0,0.454,0,0
ZCCHC10,0,0.180631222507831,0,0.126,0.147,0,0
INF2,0,0,0,0,0.453603759051442,0,0
PPP1R3F,0,0,0.223,0,0.23,0,0
ATG13,0,0.127,0.177,0,0.149,0,0
CYP2S1,0,0.154,0,0,0.299,0,0
SPTAN1,0,0,0.125001923370479,0,0,0.159509470440016,0.16838636538083
MTRF1,0,0,0,0,0.452863792262248,0,0
FMNL1,0,0.102,0.116,0.108,0.126,0,0
DOP1A,0,0.115,0,0,0.336912560997987,0,0
BBOX1-AS1,0,0,0.451896316446323,0,0,0,0
ERMARD,0,0,0.187,0,0,0,0.264414982681034
STXBP4,0,0.208790022621347,0,0,0.242525872474399,0,0
ZNF655,0,0.152,0.299074626841245,0,0,0,0
PTPRA,0,0.204,0,0,0.247,0,0
AL355385.2,0,0.153,0.183,0,0.114,0,0
FAM172A,0,0,0,0,0.449984800804317,0,0
MATN2,0,0,0.223397843955647,0,0.22631294665612,0,0
RBM47,0,0.258198702072216,0,0,0.191418401743615,0,0
FAM221A,0,0.197725009036653,0,0,0.251435951842447,0,0
DHX57,0,0.102,0.127,0,0.22,0,0
SEZ6L2,0,0.138,0.129,0,0.182,0,0
UBE2E1,0,0.242035774307393,0,0,0.206320639390789,0,0
ARFIP1,0,0.177168065619848,0,0,0.270948287999094,0,0
MME,0,0.107,0.215,0,0.126,0,0
TMEM230,0,0.104,0.115,0,0.108,0,0.121
SORBS1,0,0.130491037699037,0,0,0.317,0,0
HIPK1,0,0.216940039143582,0,0,0.23046374660404,0,0
SEC16A,0,0.237,0,0,0.21,0,0
TPMT,0,0.153774813805037,0,0,0.292920780572782,0,0
ICE2,0,0.129090970041835,0,0,0.317264014309242,0,0
GALNT16,0,0,0,0,0,0.446310990839913,0
CLYBL,0,0.196868180853531,0,0,0.249335430938916,0,0
SYNE2,0,0,0,0,0,0.220414818382576,0.225660002118058
MTMR14,0,0.148,0,0,0.298069400271062,0,0
SYT6,0,0.188252221148155,0.108796499642356,0,0.148978116087665,0,0
E2F6,0,0.246,0,0,0.2,0,0
ZNF385A,0,0.239463189281307,0,0,0.206464728175447,0,0
INTS6L,0,0.161,0.136,0,0.147,0,0
SUGT1,0,0.136274180178809,0.112268895183868,0,0.195052157345062,0,0
DEPDC4,0,0.14,0,0,0,0.30346787659843,0
ADGRG5,0,0.23,0,0,0.213,0,0
RPS6KL1,0,0.102,0.134,0,0,0.207,0
CHAMP1,0,0.24091107751374,0,0,0.201758878862527,0,0
DAB1,0,0,0,0,0.442471373345412,0,0
RETREG3,0,0.113229341456831,0,0,0.163980963579779,0.165214626840868,0
GOLIM4,0,0.156,0.115,0,0.171,0,0
RBM4B,0,0.112,0,0,0.33,0,0
APC,0,0.174787733462249,0,0,0.267050517397152,0,0
TOR3A,0,0.185,0,0,0.256612139820012,0,0
SULF2,0,0.196,0,0,0.24503831524686,0,0
RIC1,0,0,0.129,0,0.207,0.105,0
FAM219A,0,0.215,0,0,0.225884322203151,0,0
PHC1,0,0.161,0,0,0.279,0,0
FNBP1L,0,0.113,0.107,0,0,0.116,0.104
AC026412.1,0,0,0.292,0,0.148,0,0
ZNF451,0,0.170865988321583,0.11975458087346,0,0.149348992765872,0,0
SERF1A,0,0.202192402037741,0,0,0.237333565709192,0,0
SECISBP2,0,0.148761607178114,0,0,0.290584640331629,0,0
RNF14,0,0.162,0,0,0.277,0,0
ZNF35,0,0.236567413987463,0,0,0.202224828906956,0,0
ZNF418,0,0.237684907181112,0,0,0.201,0,0
ANKRD17,0,0.189,0,0,0.249,0,0
SOCS7,0,0.158288825452984,0,0,0.279509922474932,0,0
ZDHHC21,0.26696372545278,0,0,0,0.169145308583631,0,0
GAB1,0,0.174095500996031,0,0,0.261999356275844,0,0
BCL2L12,0,0.185,0,0,0.251,0,0
ZNF84,0,0,0.204087590619502,0,0.231263171878135,0,0
TBC1D10B,0,0.114,0.136,0,0.185,0,0
TOP3B,0,0.211,0,0,0.223761621202966,0,0
CHPF2,0,0.281761383814448,0,0,0.152,0,0
DNAJC5,0,0.211103055903206,0,0,0.222458059737651,0,0
INO80E,0,0.143,0.119,0,0.171,0,0
UBE2L3,0,0,0.193296850797765,0,0.239701267676884,0,0
MTFP1,0,0,0.237668083396692,0,0.195,0,0
PDE3B,0,0.326617242797703,0,0,0.106,0,0
SCAMP5,0,0.144116723593226,0,0,0.288200305247308,0,0
KLK13,0,0,0,0,0.174,0,0.258313700952175
NRDE2,0,0.135,0,0,0.296957981601887,0,0
PNPLA5,0,0,0,0,0.431812608690463,0,0
PARP11,0,0.162870739355551,0,0,0.268790327114155,0,0
MPI,0,0.220106807939515,0,0,0.211296927451723,0,0
FAM86EP,0,0.240307584721004,0,0,0.191058845419284,0,0
NPIPB3,0,0.226478955120623,0,0,0,0,0.204664675823172
TIMMDC1,0,0.142,0.112,0,0.177020311136476,0,0
EDEM2,0,0.117,0.194,0,0.12,0,0
SSH2,0,0.133003137448502,0,0,0.297851977241439,0,0
AP1G1,0,0.111303325977758,0.112197630035,0,0.207,0,0
ZNF302,0,0.222645422022338,0.207843686242348,0,0,0,0
MPHOSPH9,0,0,0.103,0,0,0.212,0.114735925419114
POLB,0,0.115,0.164917428473004,0,0.149817228135369,0,0
SLC43A3,0,0.116,0.142,0,0,0.171,0
AC104461.1,0,0.12999352681771,0.127913845457254,0,0.170310749296719,0,0
KDM8,0,0,0,0,0.428192080878347,0,0
SLC41A1,0,0,0,0,0.427754092967926,0,0
LRRC20,0,0.197,0,0,0.230410040735028,0,0
ODF2,0,0.145484770739711,0,0,0.281802562574957,0,0
MED23,0.226,0,0,0,0,0,0.201
ULK3,0,0,0.101,0,0.169,0,0.157
SPNS1,0,0,0.142,0,0.131,0.154,0
PIK3CB,0,0.119071752574941,0.123826591983687,0,0.183746460706549,0,0
HMGN3,0,0.121,0.117,0,0.187970295456352,0,0
DIS3L,0,0.228943242456269,0,0,0.196851376370179,0,0
TAFA4,0,0.270256068353767,0.155,0,0,0,0
SYNRG,0,0,0,0,0.136,0.167,0.122
FAM3A,0.139,0,0,0,0.123,0.162905434338081,0
BTD,0,0.172842274153709,0.136923904738468,0,0.114677516053843,0,0
NUDT7,0,0.277980736706931,0,0,0.145305983861533,0,0
TRPC1,0,0.153,0,0,0.27,0,0
PTK2,0,0.123,0.104,0,0.195870707846615,0,0
FANCA,0,0.171,0,0,0.251436848797507,0,0
BROX,0,0,0.153185828897538,0,0.111202916538785,0,0.157908733928519
TSPAN17,0,0.11,0,0,0.107,0.205,0
ZNF473,0,0.192,0.126,0,0.104,0,0
PHTF2,0,0.119,0,0,0.302683249238192,0,0
TRAPPC10,0,0.137,0.113,0,0.17145537518965,0,0
HIPK2,0,0.130557272890939,0,0,0.290506726375042,0,0
SEMA4A,0,0,0.151,0,0.269301868517678,0,0
LIMK2,0,0.20192318525131,0,0,0.218,0,0
TEP1,0,0,0,0,0.419704592706589,0,0
NDUFAF6,0.176,0.115085526940637,0,0,0.128,0,0
NCAPG2,0,0.129,0,0,0.151,0,0.139
FAM219B,0,0.134,0,0,0.143,0.142,0
PSME3IP1,0,0.125,0.149,0,0.145,0,0
ZNF142,0,0.183,0,0,0.236,0,0
LINC01315,0,0.212421484385178,0,0,0.20645927857923,0,0
ZNF124,0,0.127407154946239,0.172119196771866,0,0.119001965026935,0,0
AC118549.1,0,0.117,0.166279895622901,0,0.135,0,0
HIPK3,0,0.164,0,0,0.254158459417402,0,0
ZZEF1,0,0.143,0,0,0.274538519422542,0,0
HSCB,0,0.208135648050587,0,0,0.209010838385555,0,0
B3GALT5,0,0.155,0.137,0,0,0.125,0
THEMIS2,0,0,0.272,0.145,0,0,0
TMEM256-PLSCR3,0,0.17,0,0,0.247,0,0
HSPA4L,0,0,0,0,0.417,0,0
ISYNA1,0,0,0,0,0.176,0.105,0.136
BLZF1,0,0.135,0,0,0.281831262199638,0,0
PGAP6,0,0,0,0,0.416461864538698,0,0
POLR1D,0,0.112120749738664,0.13417168895979,0,0.170135325164409,0,0
M6PR,0,0,0,0,0.416160917593376,0,0
CHROMR,0,0,0,0.16,0.256,0,0
NIPA2,0,0.145,0,0,0.156,0,0.115
USP25,0,0.124498583405172,0,0,0.291464436865888,0,0
GPHN,0,0,0,0,0.414989788442255,0,0
AC055811.2,0,0,0.112,0,0.302615794039511,0,0
PLSCR1,0,0.121,0,0,0.293480708570041,0,0
RRM2,0,0,0.147873942668642,0,0.115873514608552,0.150597541760192,0
MYO9B,0,0.154117306811954,0,0,0.259981733843068,0,0
PUM1,0,0.131,0.127,0,0.155,0,0
AP1G2,0,0.105,0.101,0,0.103,0.104,0
UIMC1,0,0.107,0,0,0.306,0,0
FUS,0,0.412804786392742,0,0,0,0,0
MRTFB,0,0,0,0,0.412706099583058,0,0
ARHGEF35,0,0,0,0,0,0,0.412454752981591
MCCC2,0,0.16739178308981,0.104,0,0.141,0,0
ZFAND3,0,0.125,0.12,0,0.16715357198101,0,0
ADGRV1,0,0.134,0.127,0,0,0,0.151
RPL23AP82,0,0,0.199641159003251,0,0.21196804654967,0,0
BNC2,0,0.141056828323096,0.131324005096506,0,0.139,0,0
APTX,0,0.128311637844126,0.174,0,0.109,0,0
CA5BP1,0,0.147851844419852,0.135,0,0.128,0,0
TDRD3,0,0.191,0,0,0.219740303821529,0,0
LARP4,0,0,0.294452171124865,0,0.116,0,0
UGT8,0,0.126,0,0,0.284400686006768,0,0
XYLT2,0,0.142,0,0,0.268,0,0
XPNPEP3,0,0,0,0,0.197,0,0.212575878917968
GOLGA2,0,0.129,0,0,0.280231807939716,0,0
ZNF85,0,0.183,0,0,0.226037240830996,0,0
GRTP1,0,0.122,0.145,0,0.142,0,0
KANSL1,0,0.200162115979489,0,0,0.208689987641472,0,0
AC118553.2,0,0,0,0,0.408386607300027,0,0
PML,0,0.182509082993824,0,0,0.225776755121311,0,0
RAB3A,0,0.12,0.142,0,0.146,0,0
CHM,0,0.171862286638613,0,0,0.235285027391625,0,0
ORAI3,0,0,0.216360600568963,0,0,0.189961659163594,0
MARCHF7,0,0.100281949219619,0,0,0.306024894719046,0,0
IRF3,0,0,0,0.24,0.166096880851091,0,0
RAB3IP,0,0,0.114,0,0.292,0,0
TMEM45A,0,0.117,0,0,0.289,0,0
E2F3,0,0.213387134401877,0,0,0.192146904632053,0,0
TMCC1,0,0.165377505951179,0,0,0.103,0.137,0
KDSR,0,0,0.188966745431595,0,0.21611824932377,0,0
ELOC,0,0.214,0,0,0.191,0,0
FOXD3-AS1,0,0.11,0.121,0,0.174,0,0
ARHGAP17,0,0.16,0,0,0.243760007575619,0,0
SLC35A3,0,0,0,0,0.403694012203391,0,0
NAB2,0,0.16,0,0,0.243600733058673,0,0
E4F1,0,0,0.156958294713234,0,0.246539945304348,0,0
TIMM23B-AGAP6,0,0,0,0,0.403194122170667,0,0
NSUN7,0,0,0,0,0.403100304717511,0,0
C12orf49,0,0.139,0.133,0,0.131,0,0
KTN1,0,0.134,0,0,0.158,0,0.111
TRA2A,0,0.137,0,0,0.137719437473091,0.128,0
LDB2,0,0.158570325063767,0,0,0.244114972061644,0,0
HPS4,0,0.225,0.177220257456147,0,0,0,0
RBMS3,0,0,0,0,0,0.4020183576608,0
ATG16L2,0,0,0,0,0,0,0.402
IQGAP3,0,0.21,0,0,0.192,0,0
FLCN,0,0,0,0,0.297602108790568,0.104,0
FBXW2,0,0.129750309869623,0.126723176415848,0,0.144958011382366,0,0
CTTN,0,0,0.124,0,0,0.149,0.128
GALNT11,0,0.128,0,0,0.162,0.111,0
R3HDM1,0,0.136740251359744,0,0,0.263789859732406,0,0
PROCA1,0,0,0,0,0.400528279295968,0,0
SMAD7,0,0.17,0,0,0.230381762867191,0,0
FAM189A1,0,0.400329193395788,0,0,0,0,0
GLB1L3,0,0.225,0,0,0,0,0.175
GPALPP1,0,0.177,0,0,0.223,0,0
AMPH,0.112,0.123,0,0,0,0,0.164
COQ9,0,0.187344502035491,0,0,0.211323647625623,0,0
SLC24A1,0,0,0,0,0,0,0.398134252987078
EIF4G3,0,0.123,0,0,0.275114782162717,0,0
PHF20L1,0,0,0,0,0.398,0,0
SPIN1,0,0.152,0.103,0,0.143,0,0
CCNT2,0,0,0.135792455770593,0,0.12787505827324,0,0.134214273349314
PTPN2,0,0.150406064929456,0,0,0.128076666420384,0,0.11928963526255
SIK3,0,0.154,0,0,0.243,0,0
CANT1,0,0.12,0.160824736622453,0,0,0,0.116
NF2,0,0,0,0,0.173,0.107,0.116
RNF41,0,0.120126983304805,0.126490655411343,0,0.148666886839813,0,0
GABBR1,0,0.106,0,0,0.149,0,0.140215544711782
WASH8P,0,0,0,0,0.216328047314486,0,0.177683784467515
PISD,0,0.260603276502186,0,0,0.133366138336637,0,0
FKTN,0,0.201,0,0,0.192,0,0
FAM204A,0,0,0,0,0.236139951575313,0,0.156
ZNF17,0,0,0,0,0.222,0,0.17
SPIN2B,0,0.391844790211075,0,0,0,0,0
AC245297.4,0,0.132821073578071,0.105081561167798,0,0.15393684055145,0,0
ZNF271P,0,0.104,0,0,0.287532172907954,0,0
TMEM201,0,0.207,0,0,0.184,0,0
WDYHV1,0,0.216071445570705,0,0,0.174711604466273,0,0
CDIP1,0,0.177979843585106,0,0,0.212075722097931,0,0
MTRF1L,0.137,0.138,0,0,0.115,0,0
XPO1,0,0,0.39,0,0,0,0
MAGI1,0,0.14778558929389,0,0,0.242019553049482,0,0
OSBPL3,0,0,0,0,0.389738934086468,0,0
N4BP2L2,0,0,0,0,0.286276522366619,0,0.103
ADAT1,0,0,0.207709124782122,0,0,0.181480873931163,0
SPG11,0,0.202,0,0,0,0,0.187
TBK1,0,0,0.247,0,0.142,0,0
DYSF,0,0.212,0,0,0.176319769499061,0,0
TRAPPC13,0,0,0.122478449515003,0,0.265730500747082,0,0
BCL9L,0,0,0,0.159,0,0.229,0
DDX11,0,0.111,0.138,0,0.139,0,0
ZNF605,0,0.165066686419997,0,0,0.222674365674228,0,0
CTNND2,0,0,0,0,0.387350659446088,0,0
BRPF3,0,0.152,0,0,0.235192234002414,0,0
PRKCG,0,0.386869097266773,0,0,0,0,0
AP001107.5,0,0,0.386663301816985,0,0,0,0
TCF3,0,0.15,0,0,0.236,0,0
PHACTR4,0,0,0.104,0,0.282,0,0
AC022140.1,0,0.129,0,0,0.116801535679618,0.14,0
C3orf38,0,0.223381865632454,0,0,0.162403399839851,0,0
QRICH1,0,0.143547958611323,0,0,0.24161844609855,0,0
NOTCH3,0,0.22,0,0,0.165,0,0
FOXN3,0,0.163385806230269,0,0,0.220370715907694,0,0
RALGPS1,0,0.204295369172614,0,0,0.178843859080389,0,0
ABHD12,0,0,0.16,0,0.222794123103796,0,0
ENPP1,0,0,0,0,0.382717055260965,0,0
ELP2,0,0.127,0,0,0.255158226891407,0,0
CCDC18,0,0,0,0,0.382015436878973,0,0
DSC2,0,0,0.131109463744545,0,0.250758118060548,0,0
RBMXL1,0,0.132850923190983,0,0,0.108630451687896,0.14,0
HMG20B,0.195,0,0.185,0,0,0,0
NLGN2,0,0,0.105,0,0.171,0.104,0
RPAIN,0,0.107,0.124,0,0.149,0,0
TBCEL,0,0.125,0.105,0,0.15,0,0
RGS17,0,0,0,0,0.379997938611474,0,0
AC093827.5,0.379928098856129,0,0,0,0,0,0
SH3D19,0,0,0.149134056295921,0,0.230420644198311,0,0
DNA2,0,0.141,0.137,0,0.101,0,0
AC005062.1,0,0,0,0,0,0.378938805848045,0
ZNF143,0,0.186375316329089,0,0,0.192,0,0
