Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
GRIN1,0,0.173989273944663,0.197590205305251,0.178078424814703,0,0.198,0,0
CTNNA2,0,0,0.167,0.141,0,0.189250864925352,0.124,0.126
SRGAP2B,0,0,0.380114028210291,0,0,0.366942427467337,0,0
FAM120A,0,0,0.48465988894736,0,0,0,0,0.260661022199519
MCCC2,0,0,0.345305042414679,0,0,0.399748635986202,0,0
MIB2,0.114,0,0.133,0.238,0,0.140597839382955,0,0.119
ADCY8,0,0,0,0.23162525025718,0,0,0.290028998401816,0.222589102643141
ZNF529-AS1,0.332372828949046,0,0,0,0,0.41150070914607,0,0
AKR1A1,0,0,0.187,0.173,0,0.158,0.109,0.116
ACY1,0.222,0,0,0,0,0.283,0.236,0
SPATA13,0,0.257115420948866,0,0,0,0.230273419080525,0.253235754222444,0
FHDC1,0,0,0.313401376838054,0,0,0.426954952672035,0,0
ST20-MTHFS,0.165,0,0.134,0.147,0.148,0,0.146,0
PMS2P10,0,0,0.288463642540686,0.450934311340699,0,0,0,0
ANKRD36C,0,0,0,0,0,0.436028184758107,0.303146340694813,0
MIR100HG,0.106,0,0.136902581213387,0.277,0,0.217177589328307,0,0
OSBPL1A,0.250675315401602,0,0,0.227789268086982,0,0,0.258564388393257,0
VLDLR-AS1,0,0.256870915030735,0,0,0,0.208136955460029,0.272,0
LINC01844,0,0,0.430968914381763,0,0,0.304281769845354,0,0
ZNF213,0,0.169,0.148,0,0.133,0.125,0.16,0
ATAD2B,0,0,0.113,0,0,0.232,0.123,0.265914375092607
AC118549.1,0.154429362584162,0.12,0.141,0.196,0,0.122,0,0
ERVK13-1,0,0,0,0,0,0,0.556,0.177
SNHG12,0,0,0.229,0.268,0,0.236,0,0
AP3B2,0,0.118,0.16,0.239,0,0.214,0,0
B4GALNT1,0,0,0.204,0.196890834733725,0,0.329866684762055,0,0
FOXM1,0,0,0,0,0.730713013477387,0,0,0
MRPL11,0,0,0.235825467614386,0.176490512756882,0,0.318284341038923,0,0
TSTD3,0.289013431598367,0,0,0,0.220809076244257,0,0.220065107298816,0
CASTOR3,0,0,0.164,0.163,0,0.188,0,0.213
RIMS2,0,0,0.282608400692677,0,0,0.242593589754942,0,0.202
UIMC1,0,0,0.164,0.225,0.175,0.163,0,0
ANTKMT,0.136,0.280931307877655,0,0.153,0.157,0,0,0
RIMS1,0,0.10960050496645,0,0,0,0.307310000164289,0.113,0.196757315755664
CNR1,0.111,0,0.218460314764283,0.125,0,0,0.133,0.139
OSBPL6,0.113,0,0.237808443271155,0,0,0.374928809171006,0,0
ZNF232,0,0,0.348039975547674,0,0,0.376008497516067,0,0
CDK20,0.154,0,0.143595795462071,0.185573533180861,0,0,0,0.239
AP1S2,0,0,0.23,0,0.229,0.263,0,0
NAALAD2,0,0,0.28587648786855,0,0,0,0.43584675442493,0
CDKL3,0,0.389423479334223,0,0.330106344786386,0,0,0,0
CTNND1,0.131,0.121,0.142,0.152,0,0,0.173,0
ZNF346,0,0,0.224,0.141,0,0.235,0.118,0
MTHFD1L,0,0,0.261313606833985,0,0,0.451080131909433,0,0
TRAPPC12,0,0,0.256502392470269,0.164701160419369,0,0.290527364593968,0,0
ASB13,0,0,0.101,0.256875762492403,0,0.154466485419669,0.199038172577629,0
PARD3,0.16,0,0.159,0.122,0,0.107,0,0.163
TTN-AS1,0,0,0.275145178224395,0,0,0.435604442993806,0,0
MGAT5,0,0.325680687537699,0.126566446641075,0,0,0,0.258265360809202,0
ZBTB49,0,0,0.218319813265489,0,0.223905512784468,0.267874601400346,0,0
GAB1,0,0,0.311896657248943,0,0,0.398167504515504,0,0
NT5C,0,0,0.243,0.246,0,0.221,0,0
SEMA6A,0,0,0.14,0.137,0.142,0.16,0.13,0
ZNF154,0,0.145,0.224,0,0,0.173,0,0.167
NELL2,0,0,0.114,0.137,0,0.207583950317216,0.113,0.134
SLC6A9,0,0.391964783533665,0,0,0,0.31323770162829,0,0
MORF4L1,0,0,0.213907991175144,0.110027585409035,0,0.380468519054907,0,0
GARS1-DT,0,0,0,0.346019968112219,0,0,0.357961752816557,0
SLC35E2A,0,0,0.291780606190013,0.139081223279039,0,0.272552488054777,0,0
RPP38,0.257650165343474,0,0.443660623113412,0,0,0,0,0
ZNF317,0,0,0.358293522122346,0,0,0.166,0,0.176
ELAC1,0,0,0.182,0,0.159,0.206130662652208,0,0.152
TMEM33,0,0.128,0.123,0.125,0,0.191,0,0.132
TNR,0,0,0.318223312466495,0,0,0.380663256204653,0,0
ACAD10,0,0,0.179,0,0,0.274,0.24571672635041,0
PIGF,0,0,0.44964518874066,0.248760753567934,0,0,0,0
NUMB,0,0,0.131,0,0,0.221,0.167450281428271,0.178177932807639
RAB5A,0,0,0.393718857194595,0,0,0.299851632956737,0,0
SYNE1,0,0,0.33662508908788,0,0,0.224,0.131,0
EEF1AKMT1,0,0,0.228,0.14,0,0.148,0,0.173
INTS14,0,0,0.299,0,0.106,0.147,0,0.136
RPS10,0,0,0.11,0,0.393993154321787,0.183994788390552,0,0
RFT1,0.214483834481052,0,0,0.193957897904715,0,0,0.277,0
CBWD2,0,0,0,0.324777104527595,0,0.193,0,0.165634134051566
RAP1GDS1,0,0,0.101037176309556,0.135004683858177,0,0.124741392732805,0.14756562134947,0.175009378677314
GOLGA4,0,0,0.450455780732823,0,0,0,0,0.232
UBQLN1,0,0,0.187,0.142,0,0.241,0,0.112
TMEM74B,0,0,0.362476518560413,0,0,0,0,0.318928985310683
IRAK1BP1,0.156,0.129,0,0,0.13,0,0.111,0.155
USP45,0.22737313803341,0,0.233476222628639,0,0.116,0,0,0.104
SCARB2,0,0,0.147,0.129,0.215,0.187,0,0
INTS6L,0,0,0.287,0,0,0.388453563494682,0,0
PLEKHM1,0,0,0.261,0,0,0.211860198362857,0.202,0
AC104109.3,0,0,0,0,0.674495877498938,0,0,0
SEMA3D,0,0,0.291870374615008,0,0,0.382394585226187,0,0
RABGAP1L,0,0,0.229,0.129,0,0.168,0,0.148
HNRNPH3,0,0,0.134,0.138,0,0.284933027351659,0.117,0
CBWD1,0,0,0,0.185702484681936,0,0.141,0.163,0.183086471024517
MCF2L2,0,0,0.202167370218953,0.227345766135632,0,0.240822193539025,0,0
DNAJC1,0,0,0.175060212749703,0,0,0.259510505741982,0.235748239859312,0
FAM27C,0.262072979901216,0,0.219667319143685,0,0,0,0.18850313888543,0
GLIDR,0,0,0.189434443599946,0.188309612184902,0.136024012664104,0,0.155345340848384,0
KCND2,0,0,0.276777853103978,0,0,0.392291162859855,0,0
BOLA2-SMG1P6,0.185,0,0.152,0.163,0,0,0.169,0
FAM177A1,0.353154817379015,0,0,0.315423774742152,0,0,0,0
CSNK1G1,0,0,0.193666877079574,0.22866654722372,0,0.245558679049795,0,0
NUP35,0,0,0,0,0,0.667786144956062,0,0
ZNF350,0,0,0.317696889874233,0,0,0.349007804443858,0,0
TAF1,0,0.129861697334479,0,0,0.536817230058642,0,0,0
ACYP2,0,0,0.293783131361675,0,0,0.372594603432839,0,0
GABRB1,0,0,0.20159223029821,0,0,0,0.260816140846778,0.203701775400948
TNRC6B,0,0,0.255199512698817,0,0,0.409187365384268,0,0
SLC35D2,0,0,0.139,0.137,0.133426543441283,0.105,0,0.149
RBFOX3,0,0,0.116240736290508,0.100537353920516,0,0.277295527125203,0.168929364585952,0
EXD3,0.258167399875355,0,0,0,0,0.404098430430343,0,0
SOCS6,0,0,0.192858547557232,0.157868293955917,0,0.311514669598642,0,0
TMEM164,0,0,0.361987775645161,0,0,0.299635227511545,0,0
ARHGAP17,0,0,0.259889217421511,0.229125844462634,0,0.172390605584084,0,0
SCAP,0,0,0,0.134,0,0.221,0.117,0.189
RIPK1,0,0,0,0,0.125,0.411148086142632,0,0.123
E2F5,0.149,0,0,0.151,0.127,0.232,0,0
NRN1,0,0,0.209,0.225,0,0,0,0.225
RPS24,0,0.138,0.175901692489261,0,0.159,0,0.184,0
ITGA9-AS1,0,0,0.320447344670033,0,0,0.143,0,0.192162470690764
HDAC11,0,0,0.128,0.204,0.103,0.116,0,0.104
PEAK1,0,0.237978910565906,0,0,0.302322084719372,0.11285691599603,0,0
ACER3,0,0.106,0.207,0.236051527747082,0,0.104,0,0
MTR,0,0.173,0,0,0.148,0,0.173,0.158
UBR3,0.107,0,0.145,0.13,0,0.161,0,0.108
LIN37,0.15403771392146,0.10763950988116,0,0.140094961875235,0,0,0.146414945197828,0.102746765308326
HS1BP3,0.190522919099466,0.161,0.195068722678275,0,0,0,0,0.104246235082036
NMT2,0,0,0.158,0.15344542498882,0,0.338545485867635,0,0
C2orf42,0,0,0,0,0,0.262641672466413,0,0.386284238922768
CALCOCO2,0.11,0,0,0.104,0.104,0.11,0.11,0.11
LPAR2,0.179,0.174,0,0.294799376450229,0,0,0,0
SRR,0.223120915031413,0,0,0,0,0,0.194455023375716,0.229897700033867
GBA2,0,0,0.214577275091306,0.201575203482123,0,0.231275367651637,0,0
CD27-AS1,0,0,0.252,0,0,0.252,0,0.143
TXNRD2,0,0,0,0,0,0.214777910078056,0.210772024038947,0.220914618512399
YAF2,0,0,0.164,0.139,0.154,0,0,0.189
ITGA6,0,0,0.125,0.101104063887191,0,0.173195375620048,0,0.24662671417467
NFASC,0,0,0.224472012211928,0.174,0,0.246986459339366,0,0
STX7,0,0,0.190929642583773,0,0,0.453210550870986,0,0
TVP23C,0,0,0.191,0,0.144,0.14,0,0.168
MMGT1,0,0,0.18278166535985,0.173445480133757,0,0.286487613759537,0,0
TGFBR1,0,0,0.184,0.142,0.108,0.207,0,0
TRMT61B,0,0,0.18,0,0.157,0.163,0,0.141
AC078785.1,0,0,0.319733493644081,0,0,0.321149644786264,0,0
SLC35B1,0,0.124238413079571,0,0.10619962140324,0,0.108466991065151,0.132351078476635,0.169122453736097
AL049697.1,0,0,0.266,0,0,0.229080182498912,0.145,0
WASHC2C,0,0,0.15026740328604,0.108466370243369,0,0.142846655225357,0.124813451266681,0.11187015893264
IGDCC4,0,0,0.185291715762766,0,0,0.45281207492849,0,0
F11R,0,0,0.306639863701833,0,0,0,0,0.33125389664249
LIPM,0,0,0,0,0,0.218040227054773,0.419503139840814,0
TXNDC11,0,0,0.118,0,0,0.183,0.143,0.193274002820113
RGPD6,0,0,0,0.259320503639495,0,0.120208206063105,0.257712284197306,0
ZNF394,0.115,0.122,0,0.112,0.167,0.121,0,0
HOOK3,0,0,0.242147874086259,0,0,0.394627888844285,0,0
CTTN,0,0,0.19169920223793,0.169041649423941,0,0.142,0,0.134
SNX13,0,0,0.296865425515924,0,0,0.339538269569466,0,0
ATR,0.137,0.313,0,0,0,0,0,0.186
FAM110B,0,0,0,0,0,0.271,0,0.364
GALT,0,0,0.14,0,0.139,0.12,0,0.236
TSEN2,0.289674801910661,0,0,0,0,0.344985390371976,0,0
AL133500.1,0,0,0.129,0,0.195,0.308,0,0
PRELID3A,0.125,0,0.232468802978375,0.155,0.119,0,0,0
DDX55,0.286863814276878,0,0,0.230494661097539,0.114,0,0,0
ZFP69B,0,0,0.226498153039096,0.121629604821715,0.142,0,0,0.141
EPHA5,0.115,0,0.177,0,0,0.168,0,0.171
TRPC1,0,0,0,0,0.131,0.387,0.113,0
FCHSD2,0,0,0.183365604338034,0.175,0,0.272177645990053,0,0
DPH7,0,0,0.187,0,0,0.122,0.169,0.152
SGCE,0,0,0.171,0,0.187,0.167,0,0.104999002343235
PLXNB1,0.213221363878299,0,0,0,0,0,0.416583544222269,0
CPEB2,0,0,0.178,0.131,0,0.195280820696354,0,0.125
UNC13B,0,0,0.202108311768144,0.164023990286602,0,0.154855307225541,0.107872486288933,0
AQR,0,0,0.256408835460612,0,0,0.370980758119782,0,0
TSPAN5,0,0,0.298716278569039,0,0,0.328165110299961,0,0
RAB30-DT,0,0,0.179692246396702,0,0.108,0.338164565119232,0,0
ZNF428,0,0,0.227340032849174,0.127424395933837,0,0.132811886273906,0,0.137784120564822
ITSN1,0.143,0,0.115910381215342,0,0,0.365353799358751,0,0
MAP4K2,0,0,0.315085575305771,0,0,0.308009156319935,0,0
DDX39B,0,0,0,0.142,0.179,0,0.133,0.169
MIR124-2HG,0,0,0.313,0,0,0.31,0,0
NECAB3,0,0,0.177,0,0,0.141,0.116,0.188
PDCD6,0,0.166,0.183,0,0.139,0.134,0,0
ATN1,0,0,0.192518765661584,0.114840367931908,0,0.205257721824007,0,0.108877663058091
SNHG5,0.181298053578021,0.141,0,0,0,0,0.172,0.127
NCBP3,0,0,0,0,0,0.331355808141641,0,0.289811464795473
P4HA1,0,0,0,0.255901017194398,0,0.36515979529977,0,0
ZNF418,0.144,0,0.336325880341023,0,0,0.14,0,0
LRRFIP1,0,0,0.204,0.132,0,0.132,0,0.152
U2AF1,0,0,0.217683176379756,0.227368700384728,0,0,0,0.174090218137273
ABCC1,0,0.138,0,0.221,0,0,0.259997342005741,0
ARHGAP28,0,0,0.103,0,0,0.372933581540318,0,0.142
TMEM163,0,0,0.239721467573092,0,0,0.378029095802037,0,0
SELENOF,0,0,0.369408826854106,0,0,0.248134712286883,0,0
INKA2-AS1,0.106,0,0.19,0,0,0.167,0,0.154
TRIM16,0.211,0.102,0.151,0,0,0,0,0.153
MAOA,0,0,0,0,0.616610602116875,0,0,0
FES,0,0,0,0,0.61615958387707,0,0,0
RGS17,0,0,0.225379298372582,0.105196292074952,0,0.28504054530919,0,0
HMBS,0,0,0.307892594349331,0,0,0.307358064518807,0,0
NASP,0,0,0.123,0.189097830782283,0,0,0.101,0.202
SYNJ2BP-COX16,0,0,0.163,0.129,0,0.211,0,0.112
ING3,0,0,0,0.194655414731039,0,0,0.197123262809758,0.22226606182958
MAN2A1,0,0,0,0.199484171279778,0,0,0.180933013278928,0.231664302546592
ACAD11,0,0,0,0,0.611210287300039,0,0,0
PAK4,0,0,0.224,0,0.157,0.23,0,0
SLK,0,0,0,0.22560843733744,0,0.385205692398111,0,0
PKN2,0,0,0,0.298887069622621,0,0.311880197616125,0,0
DNMT1,0,0,0.299939482795917,0,0,0.309721781645997,0,0
SLC4A10,0,0,0.154,0.230078772734524,0,0.224,0,0
AL353743.1,0,0,0.262,0,0,0,0.194,0.152
FRG1CP,0,0,0.216,0.152,0,0.135,0,0.104
PIP5KL1,0.181,0,0,0,0.158,0.118,0,0.149
SHC3,0,0,0.201241276204652,0.105,0,0.298430424530603,0,0
EPS8,0,0,0.333303097183443,0,0,0.270886682454382,0,0
CELSR3,0,0,0.127812633367725,0.163508417554089,0.126505919163042,0.185368505204742,0,0
PPFIBP1,0.148222313438071,0.246967259130464,0,0,0,0,0,0.207688882810869
AP2A2,0,0,0.176414104144024,0,0,0.318850275271023,0.107343073429605,0
TBC1D22A,0,0,0.293,0,0,0,0.309,0
WASH8P,0.285870772441475,0,0,0.315238777272492,0,0,0,0
ALKBH8,0,0,0.13,0.163,0,0.154,0.154,0
POMGNT2,0,0,0.221416029749804,0.234835437033424,0,0,0,0.144
GPR162,0.126,0.11,0.108,0,0,0.127,0,0.129
CEP83,0,0.283263051743416,0,0,0,0,0,0.316433968149502
AC245297.4,0,0,0.138,0.109,0,0.352356178832696,0,0
PHF21B,0,0,0.21832036835294,0,0,0.380673722485294,0,0
CCDC92,0,0,0.219506016959179,0.107,0,0.155054266155047,0,0.117
CRPPA,0,0.103,0,0.115,0,0,0.105,0.275428478839113
RSPRY1,0,0,0.123861395540582,0.143125057096161,0,0.169951537144828,0,0.161477664843966
AC136604.3,0,0,0,0,0,0,0.488,0.11
MLLT6,0.162,0,0,0,0,0.129,0.142,0.165
AFMID,0,0.199,0,0.224,0,0.174,0,0
U2AF1L4,0.171,0,0.135,0,0,0.172,0,0.119
ABLIM3,0,0,0.275,0,0,0.321,0,0
MRPS11,0,0,0.264,0,0,0.332,0,0
PRKG2,0.231864720022358,0.187799865336101,0,0,0,0.176017415999583,0,0
NOP14-AS1,0,0,0.2539516457223,0,0,0.206,0,0.135546652313312
BCAS3,0,0,0.187361821245026,0,0,0.290519120452996,0,0.117
SLC25A30,0.190308369452434,0.238696090150817,0,0,0,0,0.164613826927473,0
CAB39,0,0,0.233120150624089,0.114724699206527,0,0.245248721014175,0,0
ATP11C,0,0,0.156,0,0,0.255,0.182,0
GSTCD,0,0.203002519577305,0,0,0,0.288742315984092,0,0.101
CUTALP,0,0,0,0,0,0,0.353697228108999,0.239
USP36,0,0,0.113751067751691,0,0,0.224598834468681,0.254016047969444,0
TMEM230,0,0.137,0.137,0,0,0.184,0,0.134
SMPD4,0,0,0.159,0.15,0,0.163,0,0.12
KIF27,0.314915420334606,0,0,0,0,0.276968956894049,0,0
AC020915.3,0,0,0,0,0.159362734142334,0.43205485503019,0,0
MRPL16,0,0,0,0.340306377805429,0,0,0.250870222468714,0
ALDH2,0,0,0.246080863272826,0,0,0.344900510909601,0,0
TARDBP,0,0,0.159439006272807,0,0,0.258929303722858,0,0.172512276313817
LRRC7,0,0,0,0.207165812162673,0,0,0.383685649615109,0
MYEF2,0,0.11,0.206123825443825,0.13302070950948,0,0.140903185144308,0,0
CIRBP,0.304240262584868,0,0.148,0,0,0.137,0,0
ZNF530,0,0,0,0,0.271,0,0,0.318
NRCAM,0.105,0,0.16,0.188,0,0.135,0,0
CUL7,0,0,0.142,0,0,0.445118575290397,0,0
RTN3,0,0,0.174,0.105,0,0.199,0.109,0
YLPM1,0,0,0,0.211,0,0.194,0,0.181
SPECC1L,0,0,0.167,0.197321824593548,0,0.221250972962983,0,0
FKBP5,0,0.314629716956969,0.269911928783664,0,0,0,0,0
CPLANE1,0,0,0,0.138,0,0,0.445942193038587,0
KLHL29,0,0,0.23324953673426,0,0,0.350620851928825,0,0
ZDHHC21,0,0,0.322328894961747,0,0,0.261022163467475,0,0
MRPL45,0,0,0.179586977718165,0.128750532346533,0,0.112254947126867,0.162586666455705,0
CARF,0.102,0,0.119,0.102,0.142,0,0.118,0
SLC2A8,0,0.125,0,0,0.125,0.208,0,0.125
SORBS2,0,0,0.106,0.172,0,0.196159025778375,0,0.108735780012029
TUBBP5,0,0,0,0.25602025175702,0,0,0.326677697462495,0
RGS7,0,0.106,0.204,0.11,0,0,0,0.162
ZNF445,0,0,0.295128879912441,0,0,0.285967686040848,0,0
FAM126A,0,0,0,0.25818767907754,0,0.32259121356966,0,0
TCAIM,0,0,0.15695514992079,0.103355566150538,0,0.143088861972472,0,0.177163919470834
ASB1,0,0.121,0,0.109,0,0.117,0.11,0.123
GUCY1A1,0,0,0,0,0.176,0,0.216,0.188
ACSS2,0,0,0.217313909515657,0.119400740144927,0,0.243255170785764,0,0
POLR2J4,0,0,0,0,0,0.262866397379012,0,0.316848468346532
LRCH4,0,0,0.182,0,0.223,0.174,0,0
HUWE1,0,0,0.240671916977321,0,0,0.337978662219178,0,0
LMBR1L,0.153,0,0.153,0.112,0,0.160291222790238,0,0
SLC9B2,0,0,0.169020742599484,0.220162008731472,0,0.187649293791454,0,0
FBN2,0,0,0,0,0.575948263084675,0,0,0
BRPF1,0,0,0.196807742368742,0.25,0,0.129,0,0
SFI1,0,0,0.294,0,0,0,0.281467506480664,0
ST6GALNAC6,0,0,0.151756731760544,0.141863137150431,0.142717423248044,0.138759740818088,0,0
CSMD3,0,0,0,0.33891773996158,0,0.234996438281602,0,0
CROCCP2,0,0.165,0.16,0.119,0,0.129,0,0
ASPH,0,0.117,0.111,0.117,0,0,0.114,0.113
SHFL,0,0,0,0.144,0.122,0.163,0,0.143
RFWD3,0.13,0,0.322309705391111,0,0,0,0,0.119
TRIM27,0,0,0,0,0,0.571,0,0
PDE4B,0,0,0.226,0.169,0.175,0,0,0
PPM1K,0,0.12,0.169,0.124,0,0.156,0,0
SASH1,0,0,0.162,0,0.13,0,0.131,0.146
AC093525.1,0,0.308513396751588,0,0,0,0,0.259487622597934,0
CEROX1,0,0,0,0.214,0.162,0.192,0,0
AC046134.2,0,0,0,0.112,0,0.271910476345928,0,0.184
FBH1,0,0,0.180567719815993,0.146,0,0.240764788850217,0,0
CREG2,0,0,0.32582814453349,0,0,0.240776324264548,0,0
NCR3LG1,0,0,0.317196990366766,0.248952183011055,0,0,0,0
PREPL,0,0,0.105,0.11,0,0.125,0.11,0.115
PRKAB2,0,0,0.158,0.194,0,0,0,0.213
NBEA,0,0,0.144,0.151820545768903,0,0.14103387299304,0,0.127249813337156
AC245060.7,0,0,0.156,0.171,0,0.236366981387318,0,0
TMBIM6,0,0,0.13,0,0.14,0.120284507191995,0,0.173
SNIP1,0,0,0.14813700055685,0.149651732696103,0,0.264957827787714,0,0
FLII,0,0.101,0.102,0,0,0.122,0.122,0.115
DENND2B,0,0,0,0,0,0.19242419909078,0.184023315884389,0.185229097890136
FOXD3-AS1,0,0,0,0.180274180656789,0,0.200077792026555,0,0.180854568368286
CLN6,0.27,0,0,0,0,0.149,0,0.142
FOXRED1,0,0,0.207,0,0,0.183,0,0.171
RAPGEF6,0,0,0.197837683308363,0.153718935041067,0,0.209197296337684,0,0
PMS2CL,0.26596071992683,0,0,0,0,0.292409249937192,0,0
ANKEF1,0,0.122,0,0.172,0.127,0,0,0.137
ATXN2,0.104,0.107,0.125,0.105,0,0.117,0,0
MARK2,0,0,0.285664006056851,0.16,0,0.112,0,0
PIK3CB,0,0,0.212330793878449,0.167071842403333,0,0,0,0.177853654726898
ALOX15P1,0,0,0.270483547881191,0.28558216395196,0,0,0,0
DIS3,0,0.114,0.134,0,0,0,0.145,0.163
PRRT1,0,0.40094050295937,0,0,0,0,0.155,0
TNIP2,0,0.264555148586009,0,0,0,0.289576387086133,0,0
TRIQK,0,0,0.232,0.115,0,0.207,0,0
HECTD4,0,0,0.279077531571599,0,0,0.274270277631929,0,0
AC008443.1,0,0,0.288045136062984,0.264445860942789,0,0,0,0
NUP50,0,0,0.285968875643338,0,0,0.265395547458,0,0
KLHDC8A,0,0.132,0,0.169,0,0,0.141,0.109
ABCG4,0.125,0,0.106,0,0.126,0.193002601901218,0,0
FBXW11,0,0,0.133,0.141,0,0.132,0,0.144
HUNK,0.15958495834415,0.121973463293629,0,0.141046548266974,0,0,0,0.126860070014459
RGS3,0,0,0.141644605481314,0.116190366207426,0,0.172050710735837,0,0.118
IQCK,0,0,0.308,0.238,0,0,0,0
DCAF11,0,0,0.129238220690662,0,0.134813873079044,0.133,0,0.147881380849241
FSD1,0,0,0.222224760641471,0,0,0.32178177340602,0,0
EPS15,0,0,0,0,0.189088162606262,0.195536842035719,0,0.158422627561095
SFSWAP,0,0,0.155,0.176,0,0.212,0,0
ZMAT3,0,0,0.304556349368676,0,0,0.237057994718458,0,0
MATR3,0.16,0,0.191,0,0,0,0.19,0
DDB2,0.206,0,0,0.206,0.129,0,0,0
ATG13,0,0,0.135,0,0,0.1872310146252,0,0.216569075582092
AC006504.5,0,0,0,0,0,0.242421015730441,0.179,0.117
LRRC37A4P,0,0,0,0,0,0.538216918546349,0,0
ELOVL1,0,0,0,0,0,0.161,0.213,0.164
TEX9,0,0.259247453564909,0,0,0,0.125,0.153,0
CKLF,0.23,0,0.114,0,0.192,0,0,0
MRPL43,0,0.13,0,0.147,0.148,0,0,0.111
PMFBP1,0,0,0.101,0,0,0.142,0,0.292369395572981
AFF2,0,0,0.353879432873203,0.181247180502832,0,0,0,0
KDM5D,0.103,0.107,0.108,0,0,0.216782282204098,0,0
ZNF687,0,0,0,0,0,0.331,0.203692322672965,0
LINC00511,0,0,0.221076774648797,0,0,0,0.313596738699757,0
DCUN1D2,0.284784474490637,0,0,0.249682761382286,0,0,0,0
MAN2A2,0.166929640635409,0,0.161255000866503,0,0,0,0,0.205232889995923
MIGA1,0,0.250990341524221,0,0,0,0.28159830153897,0,0
RSRP1,0,0,0,0,0.3041021418841,0,0,0.228329619945506
MAP3K13,0.134,0,0.138,0,0.131,0.129,0,0
RBM18,0,0,0.218359990667681,0,0,0.3135444866654,0,0
TMEM150A,0,0,0.247460236761799,0.284281427189187,0,0,0,0
AC004980.1,0.304863006735124,0,0,0,0,0.226043937153454,0,0
SAMD12,0,0,0,0.2075729928304,0,0.322513637257709,0,0
OPHN1,0,0,0.299,0.231,0,0,0,0
MLH1,0,0,0.152021504056585,0.182611818533804,0,0,0,0.195290515858919
FLCN,0,0,0,0.148226744262434,0,0,0.23736598053897,0.14399847005715
PHF20,0,0,0.124996552086816,0,0,0.213647092215152,0,0.190775957129414
KCND3,0,0,0,0,0,0.157,0.197,0.175
ZNF285,0.298703996866297,0,0,0.229428759634482,0,0,0,0
ATP8A1,0,0,0.148,0.125,0,0.134,0,0.121
RBM26,0,0,0.168920256510561,0,0,0.357771031462419,0,0
PSD3,0,0.157031897978157,0,0.178644942661671,0,0.190549098864993,0,0
MBD5,0,0,0,0.115,0.15,0.118117653414805,0,0.143
STAT2,0.103,0,0,0,0.157,0.111,0,0.155
ZFX,0,0,0.255378718741397,0,0,0,0.269993662016063,0
TXLNGY,0,0.174,0,0,0.350829654895292,0,0,0
RP9P,0,0,0.169630531123142,0,0,0,0.117978986855374,0.237061142028969
AP3S1,0,0,0.134,0,0,0.289643353217693,0,0.101
KCNH8,0.30085727476192,0,0,0.223764172149649,0,0,0,0
PITPNC1,0,0,0.221763778501765,0.175611351038442,0,0.127223771019404,0,0
STAMBP,0,0,0.273226815415315,0.250408587885731,0,0,0,0
PPARGC1A,0,0,0.175186516062621,0,0,0.348113280227174,0,0
PTK2,0,0.123,0.186,0.102,0,0.111440559339934,0,0
PIN1,0,0,0.143433223368356,0,0,0.125997682460576,0.122583097775072,0.130223087464447
SLC4A7,0,0,0,0.211776828352677,0,0,0.163311546894704,0.147
BAZ2B,0,0,0.206,0.124,0,0.192,0,0
MAMLD1,0,0,0.117,0.151,0,0.254,0,0
DEDD2,0,0,0.274597810933382,0,0,0.247,0,0
PRIM1,0,0,0.339769791988512,0,0,0.181433068717038,0,0
NAV1,0,0,0.151321938608395,0.129802676049075,0,0.110958070159706,0,0.128024795263442
ERLIN2,0,0,0.18656230945522,0,0,0.33304520238317,0,0
AC010615.2,0,0,0.246442600912727,0,0,0,0,0.272279870541921
TRMT10B,0,0,0.274231622771082,0,0,0.244,0,0
GRAMD1A,0,0,0.223646229085208,0,0,0.294146235467005,0,0
ACADSB,0,0,0,0.104,0.124,0,0.136,0.153740088785132
PDPR,0,0.154,0.363693479336095,0,0,0,0,0
ATP8B2,0,0,0.152631432509827,0.204533670953518,0,0.159660417684382,0,0
TRIM37,0,0,0.209549404738729,0,0,0.305791166226677,0,0
LENG8,0,0.240198230522674,0,0,0,0,0,0.274794730835789
MUC20-OT1,0,0,0.315195840933102,0,0,0.199389767245888,0,0
TCEAL3,0,0,0,0,0,0.269698066511253,0.244077543995687,0
SIPA1L2,0,0,0.195,0.12,0,0.198432177750798,0,0
ZNF195,0,0,0,0.374076194302432,0,0.139,0,0
C1RL,0,0,0.205,0,0,0.15,0,0.157
PGPEP1,0.286211770300841,0,0,0,0,0,0,0.223899947242492
BEND7,0,0,0.184,0.14,0,0.186,0,0
AIFM1,0,0,0.196202485899163,0,0,0.31368406308228,0,0
CILK1,0,0,0.209359463173391,0,0,0.30018254629881,0,0
ME3,0,0,0.256457874985334,0,0,0.252769871291418,0,0
TUBG2,0,0,0.161,0,0,0.178,0.170052371587965,0
EPC1,0,0,0.12495993221778,0.129790490311761,0,0.112410118129,0.141657639898703,0
AC131160.1,0,0,0.393002107681774,0,0,0.115,0,0
MTERF2,0.159012929737762,0,0,0,0.117793897829036,0.101872132040526,0.129247633559624,0
AL359317.1,0,0,0,0,0,0,0.507233169810144,0
