UniqueID,Gene.Name,Index1_iPSC.1755497.3xBatch1_log2FoldChange,UniqueID.1,Gene.Name.1,Index2_iPSC.2006152.3xBatch1_log2FoldChange,UniqueID.2,Gene.Name.2,Index3_iPSC.2059811.3xBatch1_log2FoldChange,UniqueID.3,Gene.Name.3,Index4_iPSC.2060573.3xBatch1_log2FoldChange,UniqueID.4,Gene.Name.4,Index5_iPSC.2070692.3xBatch1_log2FoldChange,UniqueID.5,Gene.Name.5,Index6_iPSC.2135644.3xBatch1_log2FoldChange,UniqueID,Gene.Name,Index7_iPSC.2136770.3xBatch1_log2FoldChange
,,,,,,,,,ENSG00000279689.1,AC022400.9,-0.9645893,ENSG00000259803.7,SLC22A31,-0.8216208,,,,,,
,,,,,,,,,ENSG00000215397.4,SCRT2,-0.7508879,ENSG00000183570.16,PCBP3,-0.704348493,,,,,,
,,,,,,,,,ENSG00000251188.1,AC079140.3,-0.6375094,ENSG00000118972.3,FGF23,-1.11662365,,,,,,
,,,,,,,,,ENSG00000099812.9,MISP,-1.6174105,ENSG00000250091.3,DNAH10OS,-4.348452878,,,,,,
,,,,,,,,,ENSG00000064300.9,NGFR,-0.6672862,ENSG00000121281.13,ADCY7,-0.743397124,,,,,,
,,,,,,,,,ENSG00000087842.11,PIR,-0.6673339,ENSG00000159733.14,ZFYVE28,-0.684825209,,,,,,
,,,,,,,,,ENSG00000159167.12,STC1,-0.8267828,ENSG00000162873.14,KLHDC8A,-0.904820469,,,,,,
,,,,,,,,,ENSG00000101144.13,BMP7,-0.6013904,ENSG00000112562.19,SMOC2,-1.156178833,,,,,,
,,,,,,,,,ENSG00000187672.13,ERC2,-1.0673591,ENSG00000260469.3,INSYN1-AS1,-0.893317146,,,,,,
,,,,,,,,,ENSG00000286970.1,AC010491.2,-0.7199778,ENSG00000183317.17,EPHA10,-0.762314304,,,,,,
,,,,,,,,,ENSG00000141526.16,SLC16A3,-2.9271667,ENSG00000188389.11,PDCD1,-0.856800769,,,,,,
,,,,,,,,,ENSG00000258545.6,RHOXF1-AS1,-0.7647475,ENSG00000225968.7,ELFN1,-0.717672803,,,,,,
,,,,,,,,,ENSG00000100399.16,CHADL,-1.5417796,ENSG00000151466.12,SCLT1,-0.860574768,,,,,,
,,,,,,,,,ENSG00000204650.14,LINC02210,-0.8535964,ENSG00000143816.8,WNT9A,-0.726872355,,,,,,
,,,,,,,,,ENSG00000175513.9,TSGA10IP,-1.5379906,ENSG00000174776.11,WDR49,-1.037300584,,,,,,
,,,,,,,,,ENSG00000115461.5,IGFBP5,-0.9823586,ENSG00000106633.17,GCK,-0.645121154,,,,,,
,,,,,,,,,ENSG00000169282.17,KCNAB1,-0.6143927,ENSG00000079393.20,DUSP13,-1.11052663,,,,,,
,,,,,,,,,ENSG00000020633.18,RUNX3,-1.1746481,ENSG00000270175.1,AC023509.3,-1.05736084,,,,,,
,,,,,,,,,ENSG00000015413.9,DPEP1,-0.5907558,ENSG00000157087.20,ATP2B2,-0.756862636,,,,,,
,,,,,,,,,ENSG00000122367.19,LDB3,-0.8535785,ENSG00000115255.11,REEP6,-0.747610096,,,,,,
,,,,,,,,,ENSG00000162576.16,MXRA8,-0.7140664,ENSG00000176658.17,MYO1D,-0.929599617,,,,,,
,,,,,,,,,ENSG00000124299.15,PEPD,-0.6852941,ENSG00000119242.8,CCDC92,-1.033706005,,,,,,
,,,,,,,,,ENSG00000246859.3,STARD4-AS1,-0.6401534,ENSG00000254788.7,CKLF-CMTM1,-1.673657872,,,,,,
,,,,,,,,,ENSG00000141665.13,FBXO15,-1.0151584,ENSG00000101188.5,NTSR1,-0.69274997,,,,,,
,,,,,,,,,ENSG00000188176.12,SMTNL2,-0.7003057,ENSG00000187017.17,ESPN,-0.699053604,,,,,,
,,,,,,,,,ENSG00000197380.11,DACT3,-0.6492381,ENSG00000286511.1,Z95118.2,-0.901712777,,,,,,
,,,,,,,,,ENSG00000250508.1,LINC02701,-0.7684236,ENSG00000279148.1,AC126474.1,-1.124565535,,,,,,
,,,,,,,,,ENSG00000089041.17,P2RX7,-1.1245845,ENSG00000143365.19,RORC,-1.595629442,,,,,,
,,,,,,,,,ENSG00000123405.14,NFE2,-1.1030487,ENSG00000125872.8,LRRN4,-1.308313023,,,,,,
,,,,,,,,,ENSG00000179930.6,ZNF648,-0.7044058,ENSG00000164708.6,PGAM2,-0.780673974,,,,,,
,,,,,,,,,ENSG00000150672.17,DLG2,-1.2019907,ENSG00000140057.9,AK7,-0.595983779,,,,,,
,,,,,,,,,ENSG00000139410.15,SDSL,-0.9811704,ENSG00000144847.13,IGSF11,-0.761009597,,,,,,
,,,,,,,,,ENSG00000236397.3,DDX11L2,-0.9784567,ENSG00000132000.13,PODNL1,-0.975887543,,,,,,
,,,,,,,,,ENSG00000183317.17,EPHA10,-0.6945971,ENSG00000128242.13,GAL3ST1,-0.60198264,,,,,,
,,,,,,,,,ENSG00000186288.5,PABPC1L2A,-0.7785845,ENSG00000167157.11,PRRX2,-0.819761347,,,,,,
,,,,,,,,,ENSG00000112343.11,TRIM38,-0.6339785,ENSG00000234769.7,WASH4P,-0.725993668,,,,,,
,,,,,,,,,ENSG00000086570.12,FAT2,-0.6063625,ENSG00000273294.1,C1QTNF3-AMACR,-4.288594109,,,,,,
,,,,,,,,,ENSG00000122971.9,ACADS,-0.5968763,ENSG00000123405.14,NFE2,-1.098771306,,,,,,
,,,,,,,,,ENSG00000129451.12,KLK10,-0.6370656,ENSG00000240057.6,AC078785.1,-1.225034256,,,,,,
,,,,,,,,,ENSG00000113763.12,UNC5A,-0.6132128,ENSG00000100100.13,PIK3IP1,-0.649659672,,,,,,
,,,,,,,,,ENSG00000155511.18,GRIA1,-0.6237844,ENSG00000272070.1,AC005618.1,-0.696382514,,,,,,
,,,,,,,,,ENSG00000187902.11,SHISA7,-0.5997665,ENSG00000109846.9,CRYAB,-1.082020241,,,,,,
,,,,,,,,,ENSG00000161860.8,SYCE2,-1.1268076,ENSG00000285427.1,SOD2-OT1,-0.915929992,,,,,,
,,,,,,,,,ENSG00000245248.8,USP2-AS1,-0.5853069,ENSG00000081479.15,LRP2,-0.977869145,,,,,,
,,,,,,,,,ENSG00000261771.5,DNAAF4-CCPG1,-6.4423517,ENSG00000104883.8,PEX11G,-0.751641434,,,,,,
,,,,,,,,,ENSG00000285531.1,Z83840.2,-0.9397585,ENSG00000166246.14,C16orf71,-1.18685995,,,,,,
,,,,,,,,,ENSG00000215861.6,AC245297.1,-2.0279695,ENSG00000142606.16,MMEL1,-1.278879005,,,,,,
,,,,,,,,,ENSG00000230246.7,SPATA31C1,-1.2127786,ENSG00000172974.11,AC007318.1,-0.934503337,,,,,,
,,,,,,,,,ENSG00000196132.14,MYT1,-0.6244823,ENSG00000268592.3,AL355312.3,-1.877605452,,,,,,
,,,,,,,,,ENSG00000246560.2,UBE2D3-AS1,-0.7497598,ENSG00000153914.16,SREK1,-1.457936346,,,,,,
,,,,,,,,,ENSG00000024422.12,EHD2,-0.7516985,ENSG00000166816.14,LDHD,-1.376968429,,,,,,
,,,,,,,,,ENSG00000101198.15,NKAIN4,-0.6790236,ENSG00000172638.13,EFEMP2,-0.669478774,,,,,,
,,,,,,,,,ENSG00000171777.16,RASGRP4,-0.6869256,ENSG00000137834.15,SMAD6,-0.588281655,,,,,,
,,,,,,,,,ENSG00000152213.4,ARL11,-0.8120592,ENSG00000131094.4,C1QL1,-0.709350775,,,,,,
,,,,,,,,,ENSG00000172974.11,AC007318.1,-0.9110858,ENSG00000236924.1,AL162411.1,-0.635374593,,,,,,
,,,,,,,,,ENSG00000187017.17,ESPN,-0.6390934,ENSG00000187595.16,ZNF385C,-0.597777362,,,,,,
,,,,,,,,,ENSG00000172638.13,EFEMP2,-0.6521375,ENSG00000161860.8,SYCE2,-1.109191381,,,,,,
,,,,,,,,,ENSG00000118972.3,FGF23,-0.9528972,ENSG00000166578.10,IQCD,-0.679280433,,,,,,
,,,,,,,,,ENSG00000224546.2,EIF4BP3,-0.6211947,ENSG00000255441.1,AC008750.2,-0.918585981,,,,,,
,,,,,,,,,ENSG00000198231.13,DDX42,-1.0127139,ENSG00000136842.14,TMOD1,-0.699793092,,,,,,
,,,,,,,,,ENSG00000112893.9,MAN2A1,-0.7368052,ENSG00000186517.14,ARHGAP30,-0.938639589,,,,,,
,,,,,,,,,ENSG00000111218.12,PRMT8,-0.8109209,ENSG00000177910.7,SPATA31C2,-0.889173455,,,,,,
,,,,,,,,,ENSG00000147804.10,SLC39A4,-0.9769968,ENSG00000147804.10,SLC39A4,-1.005247176,,,,,,
,,,,,,,,,ENSG00000196586.16,MYO6,-0.7918682,ENSG00000101542.10,CDH20,-1.076979491,,,,,,
,,,,,,,,,,,,ENSG00000197847.12,SLC22A20P,-0.766057346,,,,,,
