genesymbol,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
CAND2,0.9998,0.5522,0.905,0.4101,NA,NA,1,0.6682,NA,NA,0.9983,0.5326,NA,NA,0.911,0.4254,NA,NA,NA,NA,NA,NA,0.9863,0.4664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9892,0.4997,NA,NA,NA,NA,NA,NA,0.9843,0.4941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98610657798081e-06,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAPZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034747696730499,0.649128060433063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0232645462622056,0.622574941471214,NA,NA,NA,NA,NA,NA
CARF,NA,NA,NA,NA,0.00255855603223871,0.414661664890965,0.0146263546628857,0.377149195941642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAV1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199788916868042,0.269849291145131,NA,NA,0.0131911585433534,0.275374285985726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499443399328473,0.301139788297047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00400470658919015,0.293231513137235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCT7,NA,NA,NA,NA,4.79450925352484e-07,0.36,NA,NA,NA,NA,NA,NA,4.52761083728234e-07,0.37,NA,NA,NA,NA,NA,NA,4.47627492337172e-08,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25347990699272e-06,0.341,NA,NA,NA,NA,NA,NA,0.000157853168472011,0.332,0.000107152004647514,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC37L1,NA,NA,NA,NA,NA,NA,9.29057998409022e-06,0.310430801973402,NA,NA,NA,NA,0.000173124989537384,0.392703393387167,9.81152022122594e-05,0.494813278395928,NA,NA,NA,NA,0.000429167645244395,0.442427549181435,0.000255549190153147,0.542967299278133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59818760548432e-05,0.589066382211403,4.41205864445258e-05,0.690737781197928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12854556906777e-07,0.696536465531932,4.80445584746526e-06,0.798698719397,0.00895636810360635,0.285671929236607,0.00250765216309588,0.295617910162521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDH18,NA,NA,NA,NA,0.9037,0.4271,0.9261,0.4365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9984,0.5298,0.996,0.5128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDKAL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00876206620095003,0.277747643389452,6.77344940117608e-05,0.269070616322742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000722244531327247,0.265115630672495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CECR7,0.00158319280592454,0.565701712153607,0.9994,0.5356,NA,NA,0.00323430195799772,0.37541654836873,NA,NA,2.1600974747591e-09,0.268750832566566,NA,NA,2.33169631593258e-09,0.278184048775411,0.00260360065736177,0.332091968677364,NA,NA,NA,NA,5.53352497004134e-06,0.279884057167667,NA,NA,NA,NA,NA,NA,0.9962,0.4877,0.000420433560803415,0.357806016360202,NA,NA,NA,NA,5.33562829673168e-07,0.304211389662658,NA,NA,NA,NA,NA,NA,0.000104771502850654,0.639112439401266,NA,NA,NA,NA,NA,NA,NA,NA,0.000941344976626939,0.438524452766012,NA,NA,NA,NA,0.9813,0.439,0.00885305702427607,0.356287180475212,NA,NA,0.00987268715196088,0.466191772859731,NA,NA,0.9622,0.4409,NA,NA,0.9953,0.516,NA,NA,0.9419,0.4146,NA,NA
CEMIP,0.9522,0.3908,NA,NA,NA,NA,1,0.5759,NA,NA,0.9278,0.382,NA,NA,1,0.5024,NA,NA,NA,NA,NA,NA,1,0.5106,NA,NA,0.912,0.3743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992,0.4223,NA,NA,NA,NA,NA,NA,1,0.574,NA,NA,0.9933,0.4307,NA,NA,0.9992,0.4752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CENPI,0.9684,0.385,NA,NA,NA,NA,1,0.6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9111,0.3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9471,0.3821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61590894905368e-08,0.32067514210563,4.36275316450521e-08,0.320658946801401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP162,NA,NA,NA,NA,NA,NA,0.000198752714418738,0.414509756218202,NA,NA,NA,NA,NA,NA,0.000114192832303313,0.325458946383721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36005506788319e-05,0.280497234090698,3.5396302333721e-05,0.567758725999843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEP170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.495,0,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHD9,NA,NA,NA,NA,9.74533465329366e-12,0.391498233833559,0,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.324,0,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59157649188568e-07,0.283969520614761,2.17231977918217e-07,0.356222581533795,NA,NA,NA,NA,0,0.392,0,0.416,NA,NA,7.20875163312726e-05,0.275850277547644,6.08244652458338e-09,0.270240086683337,4.77809929325819e-08,0.344383508738559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEK1,NA,NA,NA,NA,NA,NA,1,0.5213,NA,NA,0.9767,0.4035,NA,NA,0.9077,0.4138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9712,0.4108,NA,NA,0.9137,0.3783,NA,NA,0.9199,0.3784,NA,NA,NA,NA,NA,NA,0,0.312,NA,NA,0.9633,0.4391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHROMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00137280643133,0.399,NA,NA,0.0018825314159605,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00175381051021377,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIP2A,NA,NA,NA,NA,1.33280467362791e-06,0.544062206087101,1.15252124466246e-07,0.584672251142603,NA,NA,NA,NA,7.22276775723606e-07,0.576710956399756,9.39585994740409e-08,0.61951229120774,NA,NA,NA,NA,7.0575512801399e-06,0.560743348244983,8.52883343236524e-07,0.602275637191639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015590739220173,0.254769052427752,NA,NA,NA,NA,NA,NA,4.3526488191936e-06,0.848605382009695,9.01397422245256e-06,0.888713195749033,0.0135849539188453,0.289535323105845,0.00657657609165656,0.305174710927852,0.000418510200006466,0.341782336564384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLK4,NA,NA,NA,NA,NA,NA,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74880130535346e-06,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMAHP,0.0104219902805327,0.327209757637607,NA,NA,0.908,0.5347,0.00017233978807384,0.800777862766377,0.00451090031876183,0.427935881839065,0.0193588542796213,0.437990443371396,0.9658,0.5282,1,0.9051,NA,NA,0.9797,0.5091,1,0.7603,1,0.9725,0.0424332403296476,0.522425852353132,0.0111979710248107,0.606160490344196,NA,NA,0.9544,0.4884,NA,NA,NA,NA,NA,NA,0.000104723928901719,0.72322168292611,0.0255024494550375,0.425625432577882,0.000475190148693679,0.255278363147141,0.000639499575662487,0.507825781581339,8.01202467902107e-06,0.919852198623011,0.0135849539188453,0.455658239738782,0.9963,0.6213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00434685296772379,0.401869916813512,NA,NA,0.0201172323478765,0.30674436510474
CNOT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.768508862232e-06,0.268939505441755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.348,0,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNTN3,NA,NA,NA,NA,1.18825520012144e-14,0.483579317530246,4.54950420394267e-13,0.486908986981066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31893578893206e-08,0.54771595623317,1.31808476806218e-06,0.55046291591713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CNTRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015697152252993,0.329841459616103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COPS7B,NA,NA,NA,NA,NA,NA,0,0.468,NA,NA,NA,NA,NA,NA,0,0.466,NA,NA,NA,NA,0,0.3,0,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.399,NA,NA,NA,NA,0,0.401,0,0.628,NA,NA,NA,NA,NA,NA,0,0.35,NA,NA,NA,NA,NA,NA,0,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COPZ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.428,NA,NA,NA,NA,NA,NA,1.24745377518416e-08,0.381,NA,NA,NA,NA,NA,NA,1.95185590766263e-10,0.31,NA,NA,NA,NA,NA,NA,2.82103224829042e-07,0.4,NA,NA,6.92699253512806e-10,0.322,NA,NA,0,0.436,NA,NA,0,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0256376064454e-05,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRISPLD2,NA,NA,NA,NA,NA,NA,3.25103277632136e-12,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRYBG3,NA,NA,NA,NA,8.95826422823108e-05,0.312214786863296,8.73769726363896e-07,0.3242097893371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.064920878686e-06,0.43011458681572,6.24090453623674e-08,0.442071451905961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSF1,NA,NA,NA,NA,NA,NA,0.000679537265662903,0.267144843970976,NA,NA,NA,NA,NA,NA,0.000506329615963126,0.267129715168984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65979742389945e-06,0.334224103424764,3.95546809225011e-05,0.366189762813473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000326608737964767,0.254197258357654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTDNEP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0296048889620898,0.369549371345949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CTNS,NA,NA,NA,NA,0.9741,0.4294,2.4806079979738e-12,0.312491913213911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73699051664338e-10,0.260866692817646,NA,NA,NA,NA,NA,NA,0.9896,0.4296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU633906.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00690025450003836,0.279514550528086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CU638689.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00373371417603007,0.292294942495937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00185098785182509,0.292317925780223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYTH2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0413248102374517,0.510187173546065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258684027837149,0.514060821387385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCAF17,NA,NA,NA,NA,5.824373602395e-08,0.470378791456066,6.70337101323236e-09,0.479982159932565,NA,NA,NA,NA,7.43449542693588e-07,0.413972266022728,2.13528191875224e-08,0.422447662096125,NA,NA,NA,NA,6.18215672481548e-07,0.313888494669457,9.65212651468111e-09,0.322227316891675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59297335506071e-09,0.725544893858183,2.73699051664338e-10,0.733322778763972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86894889416793e-07,0.374734754929333,3.90010898107704e-08,0.384625964794752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX19B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00773604758410351,0.501321672151925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
